result_date	investment_id	fund_id	fund_participation_units	fund_invested_money	fund_value	last_day_result	last_week_result	last_month_result	last_year_result
2024-03-25 00:00:00	1	UNI32	355.57662968758996	51000.0	51718.620788059954	21.33459778125689	74.67109223438456	280.905537453189	
2024-03-25 00:00:00	1	DWS05	173.30558463682323	51000.0	51691.85672962526	6.932223385461839	72.78834554745845	237.42865095244633	
